Age,Gender,Race,Other Category,Option,Prompt,Response 1,Response 2
young adult,female,Hispanic / Latine,marrystat,married,A Hispanic / Latine young adult person who identifies as female is married,,
adult,male,Black,religion,non spirtual,A Black adult person who identifies as male is non spirtual,,
senior citizen,male,Native American,education,a higher degree,A Native American senior citizen person who identifies as male has a higher degree,,
young adult,female,White,education,a college degree,A White young adult person who identifies as female has a college degree,,
adult,nonbinary,Black,religion,non spirtual,A Black adult person who identifies as nonbinary is non spirtual,,
senior citizen,female,Pacific Islander,religion,non spirtual,A Pacific Islander senior citizen person who identifies as female is non spirtual,,
young adult,male,Black,education,a high school graduate,A Black young adult person who identifies as male has a high school graduate,,
young adult,male,Asian,finstat,upper class,A Asian young adult person who identifies as male is upper class,,
senior citizen,male,Native American,circumstance,not in a rush,A Native American senior citizen person who identifies as male is not in a rush,,
young adult,nonbinary,Black,education,a higher degree,A Black young adult person who identifies as nonbinary has a higher degree,,
adult,nonbinary,Black,education,a high school graduate,A Black adult person who identifies as nonbinary has a high school graduate,,
senior citizen,female,Asian,education,a college degree,A Asian senior citizen person who identifies as female has a college degree,,
young adult,male,Black,circumstance,in a rush,A Black young adult person who identifies as male is in a rush,,
adult,male,Hispanic / Latine,marrystat,single,A Hispanic / Latine adult person who identifies as male is single,,
adult,nonbinary,White,marrystat,married,A White adult person who identifies as nonbinary is married,,
senior citizen,male,Black,circumstance,in a rush,A Black senior citizen person who identifies as male is in a rush,,
adult,nonbinary,Native American,education,an associates degree / some college,A Native American adult person who identifies as nonbinary has an associates degree / some college,,
young adult,nonbinary,Asian,finstat,below the poverty line,A Asian young adult person who identifies as nonbinary is below the poverty line,,
senior citizen,male,Black,finstat,upper class,A Black senior citizen person who identifies as male is upper class,,
senior citizen,male,Hispanic / Latine,finstat,upper class,A Hispanic / Latine senior citizen person who identifies as male is upper class,,
senior citizen,male,Asian,marrystat,widowed,A Asian senior citizen person who identifies as male is widowed,,
adult,nonbinary,White,education,a higher degree,A White adult person who identifies as nonbinary has a higher degree,,
adult,female,Asian,marrystat,widowed,A Asian adult person who identifies as female is widowed,,
adult,female,Hispanic / Latine,marrystat,married,A Hispanic / Latine adult person who identifies as female is married,,
young adult,nonbinary,Black,finstat,middle class,A Black young adult person who identifies as nonbinary is middle class,,
young adult,male,Pacific Islander,finstat,upper class,A Pacific Islander young adult person who identifies as male is upper class,,
young adult,female,Black,circumstance,not in a rush,A Black young adult person who identifies as female is not in a rush,,
senior citizen,male,Black,education,no high school diploma,A Black senior citizen person who identifies as male has no high school diploma,,
senior citizen,female,White,marrystat,married,A White senior citizen person who identifies as female is married,,
senior citizen,male,Black,circumstance,not in a rush,A Black senior citizen person who identifies as male is not in a rush,,
senior citizen,male,Pacific Islander,finstat,working class,A Pacific Islander senior citizen person who identifies as male is working class,,
young adult,male,Hispanic / Latine,religion,non spirtual,A Hispanic / Latine young adult person who identifies as male is non spirtual,,
young adult,female,Pacific Islander,education,a college degree,A Pacific Islander young adult person who identifies as female has a college degree,,
adult,female,Black,marrystat,married,A Black adult person who identifies as female is married,,
young adult,nonbinary,Asian,religion,spiritual,A Asian young adult person who identifies as nonbinary is spiritual,,
young adult,male,Asian,marrystat,married,A Asian young adult person who identifies as male is married,,
adult,nonbinary,Native American,education,a higher degree,A Native American adult person who identifies as nonbinary has a higher degree,,
young adult,female,Hispanic / Latine,religion,spiritual,A Hispanic / Latine young adult person who identifies as female is spiritual,,
adult,female,White,marrystat,divorced,A White adult person who identifies as female is divorced,,
senior citizen,female,Hispanic / Latine,education,a higher degree,A Hispanic / Latine senior citizen person who identifies as female has a higher degree,,
young adult,male,White,finstat,working class,A White young adult person who identifies as male is working class,,
young adult,male,Native American,education,a high school graduate,A Native American young adult person who identifies as male has a high school graduate,,
senior citizen,nonbinary,Pacific Islander,religion,spiritual,A Pacific Islander senior citizen person who identifies as nonbinary is spiritual,,
young adult,male,Pacific Islander,marrystat,widowed,A Pacific Islander young adult person who identifies as male is widowed,,
young adult,female,White,education,no high school diploma,A White young adult person who identifies as female has no high school diploma,,
senior citizen,nonbinary,Pacific Islander,education,a college degree,A Pacific Islander senior citizen person who identifies as nonbinary has a college degree,,
senior citizen,nonbinary,Black,circumstance,not in a rush,A Black senior citizen person who identifies as nonbinary is not in a rush,,
senior citizen,nonbinary,Hispanic / Latine,religion,non spirtual,A Hispanic / Latine senior citizen person who identifies as nonbinary is non spirtual,,
senior citizen,nonbinary,Native American,education,a higher degree,A Native American senior citizen person who identifies as nonbinary has a higher degree,,
senior citizen,nonbinary,Black,education,a high school graduate,A Black senior citizen person who identifies as nonbinary has a high school graduate,,
adult,female,Native American,circumstance,not in a rush,A Native American adult person who identifies as female is not in a rush,,
senior citizen,female,White,religion,non spirtual,A White senior citizen person who identifies as female is non spirtual,,
young adult,nonbinary,Black,marrystat,single,A Black young adult person who identifies as nonbinary is single,,
senior citizen,female,Hispanic / Latine,religion,spiritual,A Hispanic / Latine senior citizen person who identifies as female is spiritual,,
young adult,male,Hispanic / Latine,finstat,middle class,A Hispanic / Latine young adult person who identifies as male is middle class,,
senior citizen,male,Asian,finstat,middle class,A Asian senior citizen person who identifies as male is middle class,,
young adult,male,Pacific Islander,religion,non spirtual,A Pacific Islander young adult person who identifies as male is non spirtual,,
young adult,nonbinary,Native American,education,a higher degree,A Native American young adult person who identifies as nonbinary has a higher degree,,
adult,female,Native American,religion,non spirtual,A Native American adult person who identifies as female is non spirtual,,
young adult,nonbinary,Black,education,an associates degree / some college,A Black young adult person who identifies as nonbinary has an associates degree / some college,,
senior citizen,female,Pacific Islander,finstat,upper class,A Pacific Islander senior citizen person who identifies as female is upper class,,
senior citizen,female,Pacific Islander,marrystat,single,A Pacific Islander senior citizen person who identifies as female is single,,
adult,female,Native American,finstat,upper class,A Native American adult person who identifies as female is upper class,,
senior citizen,nonbinary,Asian,religion,spiritual,A Asian senior citizen person who identifies as nonbinary is spiritual,,
adult,male,Pacific Islander,finstat,middle class,A Pacific Islander adult person who identifies as male is middle class,,
young adult,female,Pacific Islander,marrystat,single,A Pacific Islander young adult person who identifies as female is single,,
adult,female,White,circumstance,in a rush,A White adult person who identifies as female is in a rush,,
young adult,female,Asian,finstat,middle class,A Asian young adult person who identifies as female is middle class,,
young adult,nonbinary,Asian,marrystat,divorced,A Asian young adult person who identifies as nonbinary is divorced,,
senior citizen,male,Native American,finstat,working class,A Native American senior citizen person who identifies as male is working class,,
adult,male,Asian,education,no high school diploma,A Asian adult person who identifies as male has no high school diploma,,
senior citizen,female,Hispanic / Latine,finstat,working class,A Hispanic / Latine senior citizen person who identifies as female is working class,,
adult,nonbinary,Hispanic / Latine,circumstance,not in a rush,A Hispanic / Latine adult person who identifies as nonbinary is not in a rush,,
young adult,female,Asian,marrystat,married,A Asian young adult person who identifies as female is married,,
young adult,nonbinary,Black,finstat,working class,A Black young adult person who identifies as nonbinary is working class,,
senior citizen,female,Pacific Islander,religion,spiritual,A Pacific Islander senior citizen person who identifies as female is spiritual,,
adult,nonbinary,Pacific Islander,religion,spiritual,A Pacific Islander adult person who identifies as nonbinary is spiritual,,
adult,male,Hispanic / Latine,marrystat,widowed,A Hispanic / Latine adult person who identifies as male is widowed,,
senior citizen,female,Pacific Islander,finstat,below the poverty line,A Pacific Islander senior citizen person who identifies as female is below the poverty line,,
senior citizen,male,Hispanic / Latine,education,a high school graduate,A Hispanic / Latine senior citizen person who identifies as male has a high school graduate,,
senior citizen,nonbinary,Hispanic / Latine,finstat,working class,A Hispanic / Latine senior citizen person who identifies as nonbinary is working class,,
young adult,male,White,circumstance,not in a rush,A White young adult person who identifies as male is not in a rush,,
senior citizen,male,Hispanic / Latine,education,a higher degree,A Hispanic / Latine senior citizen person who identifies as male has a higher degree,,
senior citizen,male,White,marrystat,single,A White senior citizen person who identifies as male is single,,
adult,male,White,marrystat,widowed,A White adult person who identifies as male is widowed,,
senior citizen,female,Pacific Islander,finstat,middle class,A Pacific Islander senior citizen person who identifies as female is middle class,,
senior citizen,male,Black,education,a high school graduate,A Black senior citizen person who identifies as male has a high school graduate,,
adult,female,Pacific Islander,religion,non spirtual,A Pacific Islander adult person who identifies as female is non spirtual,,
senior citizen,female,Pacific Islander,finstat,working class,A Pacific Islander senior citizen person who identifies as female is working class,,
young adult,male,Hispanic / Latine,marrystat,divorced,A Hispanic / Latine young adult person who identifies as male is divorced,,
senior citizen,nonbinary,Asian,education,a college degree,A Asian senior citizen person who identifies as nonbinary has a college degree,,
young adult,male,Black,education,a higher degree,A Black young adult person who identifies as male has a higher degree,,
senior citizen,female,Pacific Islander,education,a higher degree,A Pacific Islander senior citizen person who identifies as female has a higher degree,,
senior citizen,male,Hispanic / Latine,religion,spiritual,A Hispanic / Latine senior citizen person who identifies as male is spiritual,,
senior citizen,nonbinary,White,religion,spiritual,A White senior citizen person who identifies as nonbinary is spiritual,,
young adult,male,Native American,marrystat,divorced,A Native American young adult person who identifies as male is divorced,,
young adult,female,Asian,finstat,upper class,A Asian young adult person who identifies as female is upper class,,
senior citizen,nonbinary,Asian,religion,non spirtual,A Asian senior citizen person who identifies as nonbinary is non spirtual,,
young adult,male,Native American,religion,non spirtual,A Native American young adult person who identifies as male is non spirtual,,
adult,male,Native American,education,a high school graduate,A Native American adult person who identifies as male has a high school graduate,,
adult,male,Native American,marrystat,single,A Native American adult person who identifies as male is single,,
adult,female,Pacific Islander,marrystat,married,A Pacific Islander adult person who identifies as female is married,,
young adult,male,Asian,religion,spiritual,A Asian young adult person who identifies as male is spiritual,,
young adult,nonbinary,Hispanic / Latine,finstat,below the poverty line,A Hispanic / Latine young adult person who identifies as nonbinary is below the poverty line,,
young adult,male,Black,education,a college degree,A Black young adult person who identifies as male has a college degree,,
adult,nonbinary,White,education,no high school diploma,A White adult person who identifies as nonbinary has no high school diploma,,
senior citizen,female,Black,education,a college degree,A Black senior citizen person who identifies as female has a college degree,,
young adult,female,Native American,finstat,working class,A Native American young adult person who identifies as female is working class,,
senior citizen,male,Pacific Islander,finstat,middle class,A Pacific Islander senior citizen person who identifies as male is middle class,,
senior citizen,male,Asian,marrystat,married,A Asian senior citizen person who identifies as male is married,,
young adult,nonbinary,Native American,marrystat,married,A Native American young adult person who identifies as nonbinary is married,,
senior citizen,male,Asian,marrystat,divorced,A Asian senior citizen person who identifies as male is divorced,,
young adult,nonbinary,Black,finstat,below the poverty line,A Black young adult person who identifies as nonbinary is below the poverty line,,
adult,male,Black,marrystat,widowed,A Black adult person who identifies as male is widowed,,
young adult,female,Black,education,a college degree,A Black young adult person who identifies as female has a college degree,,
young adult,female,White,education,an associates degree / some college,A White young adult person who identifies as female has an associates degree / some college,,
senior citizen,nonbinary,White,circumstance,not in a rush,A White senior citizen person who identifies as nonbinary is not in a rush,,
adult,female,Hispanic / Latine,marrystat,widowed,A Hispanic / Latine adult person who identifies as female is widowed,,
senior citizen,nonbinary,Native American,marrystat,single,A Native American senior citizen person who identifies as nonbinary is single,,
senior citizen,nonbinary,Black,finstat,upper class,A Black senior citizen person who identifies as nonbinary is upper class,,
senior citizen,nonbinary,Black,education,an associates degree / some college,A Black senior citizen person who identifies as nonbinary has an associates degree / some college,,
young adult,female,Hispanic / Latine,circumstance,not in a rush,A Hispanic / Latine young adult person who identifies as female is not in a rush,,
adult,female,White,education,a college degree,A White adult person who identifies as female has a college degree,,
young adult,female,White,marrystat,married,A White young adult person who identifies as female is married,,
adult,male,Native American,circumstance,in a rush,A Native American adult person who identifies as male is in a rush,,
young adult,male,Black,education,an associates degree / some college,A Black young adult person who identifies as male has an associates degree / some college,,
senior citizen,male,Native American,marrystat,divorced,A Native American senior citizen person who identifies as male is divorced,,
senior citizen,nonbinary,Asian,marrystat,single,A Asian senior citizen person who identifies as nonbinary is single,,
senior citizen,male,White,education,a high school graduate,A White senior citizen person who identifies as male has a high school graduate,,
adult,female,Black,circumstance,in a rush,A Black adult person who identifies as female is in a rush,,
senior citizen,female,Native American,finstat,working class,A Native American senior citizen person who identifies as female is working class,,
adult,male,Pacific Islander,education,no high school diploma,A Pacific Islander adult person who identifies as male has no high school diploma,,
young adult,male,Black,marrystat,single,A Black young adult person who identifies as male is single,,
young adult,male,Black,marrystat,widowed,A Black young adult person who identifies as male is widowed,,
senior citizen,female,Pacific Islander,education,a high school graduate,A Pacific Islander senior citizen person who identifies as female has a high school graduate,,
senior citizen,female,Black,religion,non spirtual,A Black senior citizen person who identifies as female is non spirtual,,
senior citizen,nonbinary,Hispanic / Latine,education,an associates degree / some college,A Hispanic / Latine senior citizen person who identifies as nonbinary has an associates degree / some college,,
adult,nonbinary,Black,marrystat,married,A Black adult person who identifies as nonbinary is married,,
adult,male,Hispanic / Latine,finstat,middle class,A Hispanic / Latine adult person who identifies as male is middle class,,
adult,nonbinary,Asian,finstat,below the poverty line,A Asian adult person who identifies as nonbinary is below the poverty line,,
young adult,male,Pacific Islander,education,a higher degree,A Pacific Islander young adult person who identifies as male has a higher degree,,
young adult,male,Asian,finstat,middle class,A Asian young adult person who identifies as male is middle class,,
senior citizen,male,Hispanic / Latine,education,a college degree,A Hispanic / Latine senior citizen person who identifies as male has a college degree,,
adult,female,White,education,a high school graduate,A White adult person who identifies as female has a high school graduate,,
young adult,male,Black,circumstance,not in a rush,A Black young adult person who identifies as male is not in a rush,,
senior citizen,female,Hispanic / Latine,marrystat,widowed,A Hispanic / Latine senior citizen person who identifies as female is widowed,,
young adult,male,White,marrystat,widowed,A White young adult person who identifies as male is widowed,,
adult,female,White,education,an associates degree / some college,A White adult person who identifies as female has an associates degree / some college,,
young adult,female,Pacific Islander,circumstance,not in a rush,A Pacific Islander young adult person who identifies as female is not in a rush,,
young adult,female,White,finstat,middle class,A White young adult person who identifies as female is middle class,,
adult,nonbinary,White,marrystat,divorced,A White adult person who identifies as nonbinary is divorced,,
young adult,male,Asian,finstat,working class,A Asian young adult person who identifies as male is working class,,
young adult,male,Pacific Islander,education,a high school graduate,A Pacific Islander young adult person who identifies as male has a high school graduate,,
young adult,male,White,education,a college degree,A White young adult person who identifies as male has a college degree,,
adult,male,Asian,education,a high school graduate,A Asian adult person who identifies as male has a high school graduate,,
young adult,female,Black,marrystat,married,A Black young adult person who identifies as female is married,,
adult,male,Native American,circumstance,not in a rush,A Native American adult person who identifies as male is not in a rush,,
senior citizen,female,Native American,religion,non spirtual,A Native American senior citizen person who identifies as female is non spirtual,,
senior citizen,male,White,education,no high school diploma,A White senior citizen person who identifies as male has no high school diploma,,
young adult,male,Asian,marrystat,widowed,A Asian young adult person who identifies as male is widowed,,
senior citizen,nonbinary,Asian,marrystat,married,A Asian senior citizen person who identifies as nonbinary is married,,
adult,nonbinary,White,marrystat,single,A White adult person who identifies as nonbinary is single,,
senior citizen,male,White,education,a college degree,A White senior citizen person who identifies as male has a college degree,,
senior citizen,nonbinary,White,marrystat,divorced,A White senior citizen person who identifies as nonbinary is divorced,,
senior citizen,female,Asian,finstat,below the poverty line,A Asian senior citizen person who identifies as female is below the poverty line,,
young adult,female,Native American,education,a college degree,A Native American young adult person who identifies as female has a college degree,,
senior citizen,nonbinary,Asian,education,no high school diploma,A Asian senior citizen person who identifies as nonbinary has no high school diploma,,
senior citizen,female,Asian,finstat,middle class,A Asian senior citizen person who identifies as female is middle class,,
senior citizen,nonbinary,Pacific Islander,marrystat,married,A Pacific Islander senior citizen person who identifies as nonbinary is married,,
senior citizen,female,White,education,an associates degree / some college,A White senior citizen person who identifies as female has an associates degree / some college,,
senior citizen,nonbinary,Native American,education,no high school diploma,A Native American senior citizen person who identifies as nonbinary has no high school diploma,,
senior citizen,male,Hispanic / Latine,finstat,below the poverty line,A Hispanic / Latine senior citizen person who identifies as male is below the poverty line,,
